,ID,Applies To,Country,Date Start,Date end intended,Description of measure implemented,Exceptions,Implementing City,Implementing State/Province,Keywords,Quantity,Source,Target city,Target country,Target region,Target state,leaving home,restaurant closure,school closure,travel restriction
437,407,,Slovakia,"Mar 14, 2020","Mar 30, 2020","Shops and service operations are closed for 14 days. First introduced for the weekend of March 14-15, prolonged for another 14 days on March 16","Exceptions are groceries, pharmacies, stores and dispensers of medical devices, drugstores , catering facilities, newsagents, animal feed stores, veterinary clinics, petrol stations, banks, insurance companies, post offices, telecommunications operators.",,,closure nonessential stores,,https://www.rtvs.sk/televizia/clanky/219873/na-slovensku-platia-od-pondelka-16-3-nove-opatrenia,,,,,True,False,False,False
439,399,,Slovakia,"Mar 13, 2020",,Anyone with permanent or temporary residence in the Slovak Republic who returns from abroad will go to a 14-day quarantine. Pellegrini informed that the Interior Ministry also has facilities for those who do not want or cannot go to home quarantine.,,,,"14 days, traveller quarantine",,https://www.vlada.gov.sk//premier-letiska-budu-zatvorene-zavadzaju-sa-docasne-hranicne-kontroly/,,,,,False,False,False,True
440,398,,Slovakia,"Mar 13, 2020",,"Starting from 7AM (CET) border control was reinstated on the borders with Austria, Hungary and the Czech Republic. No traveler without a permanent residence or employment in Slovakia will be admitted.",,,,international travel ban,,,,"Austria, Czech Republic, Hungary",,,False,False,False,True
442,396,,United States,"Mar 16, 2020","Mar 30, 2020",Public health officials on Wednesday issued a moratorium on all large-scale events in San Francisco of >1000 attendees,,San Francisco,California,event cancellation,,https://www.sfexaminer.com/news/sf-bans-large-events-including-warriors-games-amid-coronavirus-influx/,,,,,True,False,False,False
443,402,,Poland,"Mar 14, 2020",,Activities of shopping malls limited,,,,"business suspension, closure nonessential stores",,https://wiadomosci.onet.pl/kraj/koronawirus-w-polsce-premier-wprowadza-stan-zagrozenie-epidemicznego/k95cnfc?utm_source=pl.wikipedia.org_viasg_wiadomosci&utm_medium=referal&utm_campaign=leo_automatic&srcc=ucs&utm_v=2,,,,,True,False,False,False
444,404,,Poland,"Mar 15, 2020",,Religious assemblies of over 50 people banned.,,,,religious activity limitations,,https://www.onet.pl/?utm_source=pl.wikipedia.org_viasg_wiadomosci&utm_medium=referal&utm_campaign=leo_automatic&srcc=ucs&pid=3c04a10e-5daa-4eb9-9e60-6ae2317cc442&sid=b177a2c9-166f-4113-9b28-185bbe554807&utm_v=2,,,,,True,False,False,False
445,403,,Poland,"Mar 14, 2020",,Closure of borders for air and rail traffic.,"Only Polish citizens were allowed to enter the country. After crossing the border by land, a 14-day quarantine applies.",,,international travel ban,,,,all countries,,,False,False,False,True
446,392,,Ukraine,"Mar 12, 2020",,Mass gatherings of more than 200 people banned.,"Events of “state necessity”, sporting events without spectators.",,,"activity ban, social distancing",,https://www.kyivpost.com/ukraine-politics/breaking-ukraine-shuts-schools-mass-events-to-prevent-coronavirus-spread.html,,,,,True,False,False,False
447,410,,Lithuania,"Mar 16, 2020",,"All shops and businesses excluding grocery shops, pharmacies and veterinary pharmacies were closed; all restaurants and bars were closed,",,,,"business suspension, closure nonessential stores",,https://www.lrt.lt/en/news-in-english/19/1151798/lithuania-under-quarantine-key-instructions-and-recommendations,,,,,True,False,False,False
448,409,,Slovakia,"Mar 16, 2020",,"The crisis staff will recommend all public transport operators and the owners of public buildings and shops allow entrance only to people wearing some protective equipment that covers their face, i.e. masks or scarfs.",,,,"public announcement, public hygiene",,https://spectator.sme.sk/c/22360124/number-of-coronavirus-cases-increases-measures-updated.html,,,,,True,False,False,False
449,408,,Slovakia,"Mar 16, 2020",,"Sports, cultural and public events, including religious services, have been banned for the whole territory of Slovakia",,,,"activity ban, activity cancellation, religious activity cancellation, sport cancellation, visiting in hospital banned",,https://spectator.sme.sk/c/22354154/coronavirus-measures-taken-in-slovakia.html?ref=njctse,,,,,True,False,False,False
453,394,,Serbia,"Mar 16, 2020",,"All nurseries, schools and universities closed",,,,"nursery schools closure, school closure, university closure",,https://exit.al/en/2020/03/16/serbia-declares-state-of-emergency-closes-borders/,,,,,False,False,True,False
454,393,,Slovakia,"Mar 16, 2020",,"All nurseries, schools and universities closed",,,,"nursery schools closure, school closure, university closure",,https://www.vlada.gov.sk//27391/upozornenie/,,,,,False,False,True,False
455,426,,Slovenia,"Mar 16, 2020",,all educational institutions are closed,,,,"nursery schools closure, school closure, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Slovenia,,,,,False,False,True,False
457,423,,Slovenia,"Mar 10, 2020",,land border with Italy was closed for all but freight transport,freight transport,,,international travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Slovenia,,Italy,,,False,False,False,True
461,427,,Slovenia,"Mar 16, 2020",,The government closed all restaurants and bars,,,,"business suspension, closure nonessential stores",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Slovenia,,,,,True,False,False,False
463,431,,Switzerland,"Mar 13, 2020","Apr 04, 2020",the Federal Council decided to cancel classes in all educational establishments ,,,,"nursery schools closure, school closure, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Switzerland,,,,,False,False,True,False
469,435,,Switzerland,"Mar 13, 2020",,The Federal Council decided to partially close its borders and enacted border controls,,,,international travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Switzerland,,,,,False,False,False,True
470,444,,Norway,"Mar 13, 2020",,"Norway introduced a ban on visits to Norway through Oslo airport. Norwegian and Nordic citizens, foreign residents in Norway and people continuing to another country are allowed anyway. Other people are dismissed and sent home as soon as possible and put in quarantine until then.",,,,"international travel ban, traveller quarantine",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Norway,,,,,False,False,False,True
471,442,,Norway,"Mar 12, 2020","Mar 26, 2020",Sports and cultural events and gatherings are banned. Number of people not specified.,,,,"event cancellation, gathering of more than 50 people cancelled",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Norway,,,,,True,False,False,False
472,441,,Norway,"Mar 12, 2020","Mar 26, 2020","All the country's kindergartens, schools, secondary schools, secondary schools, colleges and universities are closed,",,,,"nursery schools closure, school closure, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Norway,,,,,False,False,True,False
473,450,,Romania,"Mar 02, 2020",,"More preventive measures were taken by the National Committee for Special Emergency Situations. Thus, citizens arriving from other provinces or cities in mainland China, other localities in Lombardy, Veneto or Emilia-Romagna regions of Italy, as well as other areas and localities in South Korea and Iran than those specifically mentioned for the establishment of the institutionalized quarantine measure, enter into self-isolation at home, for 14 days, immediately after returning to Romania.",,,,traveller quarantine,,,,,,,False,False,False,True
474,446,,Romania,"Feb 21, 2020",,The Romanian government announced a 14-day quarantine for citizens returning from the affected regions.,,,,traveller quarantine,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Romania,,,,,False,False,False,True
478,434,,Switzerland,"Mar 16, 2020",,"the closure of bars, shops and other gathering places",,,,"business suspension, closure nonessential stores",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Switzerland,,,,,True,False,False,False
480,448,,Romania,"Mar 09, 2020","Mar 23, 2020","The officials announced the cessation of flights to and from Italy, at all airports in the country.",,,,international travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Romania,,Italy,,,False,False,False,True
482,443,,Norway,"Mar 12, 2020","Mar 26, 2020","Gyms, hairdressers, skin care, massage and body care, tattooing, piercing salons,Swimming pools, water parks are closed",,,,"business suspension, closure nonessential stores",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Norway,,,,,True,False,False,False
483,445,,Norway,"Mar 16, 2020",,On 16 March travel ban was extended to all borders of Norway and Nordic non-Norwegian citizens.,,,,international travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Norway,,all countries,,,False,False,False,True
484,449,,Romania,"Feb 28, 2020",,The Romanian Orthodox Church suggested that followers use their own spoons and avoid kissing icons in church.,,,,religious activity limitations,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Romania,,,,,True,False,False,False
486,462,"France, Switzerland, Austria, Denmark and Luxembourg",Germany,"Mar 16, 2020",,"shut down the borders with France, Switzerland, Austria, Denmark and Luxembourg. The measure would begin on Monday and the transportation of goods and commuters would be exempt",,,,international travel ban,,https://www.bbc.com/news/world-europe-51897069,,"Austria, Denmark, France, Luxembourg, Switzerland",,,False,False,False,True
488,472,,Czechia,"Mar 04, 2020",,"On Wednesday, March 4, 2020, the National Security Council again met and the Ministry of Health subsequently adopted an extraordinary measure ordering all organizers of mass events in the Czech Republic with an expected attendance of more than 5,000 people a day to notify such events to the local regional health office.",,,,public hygiene,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,,True,False,False,False
489,459,"North Rhine-Westphalia, Baden-Württemberg , Bavaria, Rhineland-Palatinate, Hesse, Saarland, Berlin, Brandenburg, Thuringia, Saxony-Anhalt, Lower Saxony, Schleswig-Holstein, Hamburg and Bremen.",Germany,"Mar 13, 2020","Apr 20, 2020",14 of the 16 German federal states decided to close their schools and nurseries for the next few weeks,Saxony and Mecklenburg-Western Pomerania,,,"nursery schools closure, school closure",,https://www.zeit.de/news/2020-03/13/bayern-schliesst-alle-schulen-wegen-coronavirus-krise,,,,,False,False,True,False
492,475,,Czechia,"Mar 05, 2020",,The National Security Council has also decided that the World Biathlon Cup race in Nové Město na Moravě on 5 - 8 March 2020 will be without spectators - a protective measure for this sporting event.,,,,event cancellation,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,,True,False,False,False
493,474,,Czechia,"Mar 05, 2020","Mar 19, 2020","On Monday, March 2, 2020, the Security Council met. With effect from 5 March for 14 days, it suspended air connections to areas in northern Italy and South Korea. Following this decision, the Minister of Health issued appropriate safeguards: suspension of flights from northern Italy and suspension of flights from South Korea.",,,,international travel ban,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,"Italy, South Korea",,,False,False,False,True
496,468,,Iran,"Mar 06, 2020","Mar 20, 2020",Extension of school and universities closures,,,,"school closure, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Iran,,,,,False,False,True,False
497,467,,US: Florida,"Mar 15, 2020","Mar 31, 2020","Theme parks shutdown (Disney World, Universal Orlando SeaWorld Orlando and Legoland Florida, and Busch Gardens Tampa Bay)",,,,"business suspension, closed space gathering limits, event cancellation",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,,,,,True,False,False,False
498,465,,Germany,"Mar 16, 2020",,"Supermarkets, chemist's shops, banks, pet shops, and all business that sell essential basic needs are allowed extended opening times including Sundays, while non-essential stores are to be closed at all times",,,,"business suspension, closure nonessential stores",,https://www.bundesregierung.de/breg-de/themen/coronavirus/leitlinien-bund-laender-1731000,,,,,True,False,False,False
499,466,,Germany,"Mar 17, 2020",,"that there should be no vacation trips in Germany or abroad,"" said Merkel.",,,,outbound traveller ban,,https://www.handelsblatt.com/politik/deutschland/coronakrise-deutschland-im-shutdown-modus-die-alternativlos-kanzlerin-kehrt-zurueck/25650658.html?ticket=ST-171536-ZYUQZdoKsqFrMyPTQrqK-ap6,,,,,False,False,False,True
500,463,,Germany,"Mar 17, 2020",,Deutsche Bahn decided to reduce its regional traffic,,,,domestic travel limitation,,https://www.welt.de/wirtschaft/article206565929/Coronavirus-Deutsche-Bahn-schraenkt-Regionalverkehr-ein.html,,,,,False,False,False,True
502,461,"Berlin, Schleswig-Holstein and Saarland",Germany,"Mar 14, 2020",,"Berlin, Schleswig-Holstein and Saarland closed bars among other leisure venues",,,,"business suspension, closure nonessential stores",,https://www.spiegel.de/panorama/gesellschaft/coronavirus-mehrere-bundeslaender-schraenken-oeffentliches-leben-massiv-ein-a-d1563908-34d8-46ee-ae40-520e34f82c88,,,,,True,False,False,False
503,458,,Germany,"Mar 10, 2020",,"ban on events with more than 1,000 participants put into immediate effect by several federal states",,,,"activity ban, gathering of more than 1000 people banned",,https://www.del.org/news/deutsche-eishockey-liga-beendet-saison-vorzeitig/11283,,,,,True,False,False,False
504,454,,Serbia,"Mar 18, 2020",,The borders are closed to all foreigners not living in Serbia.,,,,international travel ban,,,,all countries,,,False,False,False,True
507,452,,Montenegro,"Mar 17, 2020",,"The operation of indoor and outdoor sports and recreational facilities, hair and beauty saloons and swimming pools is prohibited;
",,,,"business suspension, closure nonessential stores",,http://www.gov.me/en/News/223008/New-measures-are-ordered-New-recommendations-to-protect-citizens-from-coronavirus-are-published.html,,,,,True,False,False,False
508,456,,Serbia,"Mar 12, 2020",,Public gatherings in closed premises with more than 100 persons are prohibited,,,,"activity ban, gathering of more than 100 people banned",,https://sr.wikipedia.org/wiki/%D0%95%D0%BF%D0%B8%D0%B4%D0%B5%D0%BC%D0%B8%D1%98%D0%B0_%D0%B2%D0%B8%D1%80%D1%83%D1%81%D0%B0_%D0%BA%D0%BE%D1%80%D0%BE%D0%BD%D0%B0_%D1%83_%D0%A1%D1%80%D0%B1%D0%B8%D1%98%D0%B8_2020,,,,,True,False,False,False
510,479,,Czechia,"Feb 25, 2020",,"On Tuesday, February 25, 2020, the enlarged Bureau of the State Security Council held a meeting that did not recommend travel to Lombardy and Veneto in Italy due to coronavirus. People should consider whether to go abroad at all.",,,,outbound travel warning,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,"Lombardy, Veneto",,False,False,False,True
511,478,,Czechia,"Feb 26, 2020",,"On Wednesday, February 26, 2020, given the current epidemiological situation, the Ministry of Health issued recommendations to travelers who have been in the Emilia-Romagna, Lombardy, Piedmont and Veneto regions since mid-January 2020 to monitor their health status in the next 14 days after leaving the region. focusing on symptoms of incipient respiratory disease (especially fever above 38 ° C, respiratory problems).",,,,international traveller screening,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,,False,False,False,True
516,488,,Czechia,"Mar 16, 2020",,"As of 16 March 2020, all foreigners without permanent or temporary residence for more than 90 days are prohibited from entering the Czech Republic. As of 16 March 2020, citizens of the Czech Republic and foreigners with a permanent or temporary stay of over 90 days are prohibited from leaving the Czech Republic.",,,,international travel ban,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,,False,False,False,True
517,487,,Czechia,"Mar 16, 2020","Mar 24, 2020","From 16 March 2020, from 0.00 to 24 March 2020 to 6.00, the free movement of persons within the territory of the Czech Republic is prohibited, with the exception of travel to work, medical facilities, family and other necessary trips.","travel to work, medical facilities, family and other necessary trips",,,"domestic travel ban, social distancing",,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,,True,False,False,False
520,483,,Czechia,"Feb 03, 2020",,"On Monday, February 3, 2020, Minister of Health Adam Vojtěch signed a protective measure banning all direct flights from China to all international airports in the Czech Republic from Sunday, February 9, 2020 until further notice.",,,,"business suspension, international travel ban",,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,China,,,False,False,False,True
521,484,,Czechia,"Jan 31, 2020",,"On Friday, January 31, 2020, the Ministry of Health issued a protective measure ordering four other airports in the Czech Republic to provide passengers with relevant information issued by the National Institute of Public Health in connection with the imminent coronavirus infection.",,,,public hygiene,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,,True,False,False,False
527,494,pendlers,Czechia,"Mar 19, 2020",,"Since 19 March 2020, from 00.00 hours, the so-called ""pendlers"" have been restricted in the territory of the Czech Republic, only to the strictly necessary needs with the exception of:
necessary trips to family or loved ones
trips necessary to meet the needs of another person (eg volunteering, neighborhood assistance)
movement in nature
travel to deal with urgent official matters",,,,domestic travel limitation,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,,False,False,False,True
529,30,,US: Florida,"Mar 23, 2020","Apr 06, 2020",Florida State University announced that classes will be moved online,,,,"remote schooling, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,,,,,False,False,True,False
531,359,,US: Florida,"Mar 11, 2020",,The Board of Governors of the State University System of Florida directed all state universities to make plans to transition into remote learning effective immediately.,,,,"remote schooling, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,,,,,False,False,True,False
534,566,,Taiwan,"Jan 24, 2020",,Taiwan began rationing face masks to its citizens.,,,,public hygiene,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Taiwan,,,,,True,False,False,False
536,569,,Australia,"Mar 15, 2020",,All travellers arriving in or returning to Australia must self-isolate for 14 days,,,,"14 days, international traveller screening, quarantine, targeted isolation",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Australia,,,,,False,False,False,True
538,571,,Australia,"Mar 20, 2020",,All non-residents banned to entry the country.,,,,international travel ban,,https://www.bbc.com/news/world-australia-51957262,,,,,False,False,False,True
539,572,,Greece,,,All nonessential shops closed.,,,,closure nonessential stores,,https://greekcitytimes.com/2020/03/18/greek-government-announces-what-will-remain-open-after-todays-shutdown/,,,,,True,False,False,False
541,567,,Taiwan,"Jan 05, 2020",,Taiwan CDC began monitoring all individuals who had travelled to Wuhan within fourteen days and exhibited a fever or symptoms of upper respiratory tract infections.,,,,"international traveller screening, monitoring signs",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Taiwan,,,,,False,False,False,True
542,581,,Russia,"Mar 17, 2020","Apr 10, 2020","All football, hockey and basketball games are suspended.",,,,sport cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Russia#cite_note-46,,,,,True,False,False,False
544,579,,Russia,"Feb 03, 2020",,"Russia will temporarily restrict the entry of foreigners arriving from China, Deputy Prime Minister Tatiana Golikova said. She said the restrictions would not apply to Moscow's Sheremetyevo Airport, the capital's main international airport.",,,,international travel ban,,https://www.themoscowtimes.com/2020/03/18/coronavirus-in-russia-the-latest-news-march-18-a69117,,China,,,False,False,False,True
545,584,,Russia,"Mar 18, 2020","May 01, 2020",Russia will ban the entry of foreign nationals and stateless people from March 18 to May 1 in response to the coronavirus outbreak.,"The ban will not apply to diplomatic representatives, airplane crew members and some other categories of people.",,,international travel ban,,https://www.themoscowtimes.com/2020/03/18/coronavirus-in-russia-the-latest-news-march-18-a69117,,all countries,,,False,False,False,True
546,591,,Russia,"Mar 17, 2020",,The Russian Orthodox Church is instigating an unprecedented list of measures aiming to prevent the spread of the coronavirus in its sacred spaces nationwide.,,,,religious activity limitations,,https://www.themoscowtimes.com/2020/03/18/coronavirus-in-russia-the-latest-news-march-18-a69117,,,,,True,False,False,False
547,586,,Russia,"Mar 20, 2020",,"Russia will limit flights to the United States, Britain and the United Arab Emirates starting Friday, Prime Minister Mikhail Mishustin ordered.",,,,international travel ban,,https://www.themoscowtimes.com/2020/03/18/coronavirus-in-russia-the-latest-news-march-18-a69117,,"The United Kingdom, United Arab Emirates, United States",,,False,False,False,True
548,585,,Russia,"Mar 23, 2020","Apr 12, 2020","Russian schools will go on a three-week vacation from March 23 to April 12 to prevent the spread of coronavirus, Education Minister Sergei Kravtsov.",,,,school closure,,https://www.themoscowtimes.com/2020/03/18/coronavirus-in-russia-the-latest-news-march-18-a69117,,,,,False,False,True,False
549,588,,Russia,"Mar 10, 2020","Apr 10, 2020","Moscow Mayor Sergei Sobyanin signed a decree for banning mass events in Moscow with more than 5,000 participants.",,Moscow,,"gathering of more than 5000 banned, travel warning",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Russia#cite_note-auto-7,,,,,False,False,False,True
550,589,,Romania,"Mar 11, 2020",,"Interim Prime-minister Ludovic Orban announced the closure of all schools from 11 March. The measure targets all kindergartens, primary, secondary and high schools in Romania, both public and private.",,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Romania,,,,,False,False,True,False
553,594,,Russia,"Mar 13, 2020",,Russia's border will temporarily be closed to Italian citizens and foreigners traveling from Italy as Italy continues to grapple with the worst coronavirus outbreak in Europe.,,,,international travel ban,,https://www.themoscowtimes.com/2020/03/18/coronavirus-in-russia-the-latest-news-march-18-a69117,,Italy,,,False,False,False,True
555,593,,Russia,"Mar 16, 2020",,"Russia has closed its border with neighboring Belarus as a ""proactive step"" to halt the coronavirus' spread, the state-run TASS news agency quoted Prime Minister Mikhail Mishustin as saying.",,,,international travel ban,,https://www.themoscowtimes.com/2020/03/18/coronavirus-in-russia-the-latest-news-march-18-a69117,,Belarus,,,False,False,False,True
557,580,,Russia,"Mar 01, 2020",,"The Russian government temporarily barred  entry of South Korean citizens from March 1 as a precaution against the spread of coronavirus, decrees published online showed. Moscow will suspend flights between Russia and South Korea from March 1 over coronavirus fears, except those operated by Aeroflot and Aurora, Deputy Prime Minister Tatiana Golikova said.",,,,international travel ban,,https://www.themoscowtimes.com/2020/03/18/coronavirus-in-russia-the-latest-news-march-18-a69117,,South Korea,,,False,False,False,True
558,582,,Russia,"Feb 28, 2020",,The Russian government temporarily barred Iranian citizens from entering Russia.,,,,international travel ban,,https://www.themoscowtimes.com/2020/03/18/coronavirus-in-russia-the-latest-news-march-18-a69117,,Iran,,,False,False,False,True
559,596,,Russia,"Mar 16, 2020","Mar 20, 2020",Moscow and the Moscow region will make school attendance optional starting on Monday in a bid to curb the spread of the coronavirus.,,Moscow,Moscow Oblast,school closure,,https://www.themoscowtimes.com/2020/03/18/coronavirus-in-russia-the-latest-news-march-18-a69117,,,,,False,False,True,False
561,592,,Russia,"Mar 16, 2020",,"People entering Russia from the United States, Britain, the European Union, Ukraine, Belarus and all other non-EU countries in Europe — as well as those who live with them — will now be required to self-isolate for 14 days upon arrival.",,,,traveller quarantine,,https://www.themoscowtimes.com/2020/03/18/coronavirus-in-russia-the-latest-news-march-18-a69117,,,,,False,False,False,True
563,576,,Russia,"Mar 15, 2020",,"Russian Railways announced it would stop international passenger trains from Moscow to Berlin and Paris. Earlier it was announced that train connections to and from Ukraine, Moldova and Latvia will be suspended.",,,,international travel ban,,https://www.themoscowtimes.com/2020/03/18/coronavirus-in-russia-the-latest-news-march-18-a69117,,"France, Germany, Latvia, Moldova, Ukraine",,,False,False,False,True
566,601,,Romania,"Mar 10, 2020","Mar 31, 2020",All bus rides and rail transport to and from Italy were suspended from 10 March until 31 March.,,,,international travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Romania,,Italy,,,False,False,False,True
569,457,,Germany,"Feb 28, 2020",,"passengers from China, South Korea, Japan, Italy and Iran to report their health status before entry. Train railway companies must report passengers with symptoms",,,,international traveller screening,,https://www.reuters.com/article/us-china-health-germany-idUSKCN20M34J,,"China, Iran, Italy, Japan, South Korea",,,False,False,False,True
570,602,,Iran,"Mar 16, 2020",,Closure of religious sites,,,,religious activity cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Iran#cite_note-137,,,,,True,False,False,False
572,604,,Hong Kong,"Mar 20, 2020",,"- Hong Kong will put all visitors, regerdless of whether they are Hong Kong residents, under a two-week quarantine and medical surveillance starting midnight on March 19
- People arriving in Hong Kong have been issued monitoring bracelets to track their whereabouts, but only a third had been activated. The bracelet contains a QR code that pairs up with a smartphone app which uses the strength of surrounding communications signals like Wi-Fi, Bluetooth and GPS to determine whether a person has left the prescribed location during their 14 days of quarantine. Another person said he called the hotline 12 times before an officer of the Department of Health picked up and told him to wait patiently for the verification code. (Low compliance) 
- Hong Kong has issued a red outbound travel alert for all countries and territories other than mainland China, Macau and Taiwan amid a surge in global coronavirus cases",,,,"14 days, compulsory isolation, electronic wristbands tracking, household quarantine, international traveller screening, low compliance, phone based location tracing, targeted isolation, travel warning",,https://www.hongkongfp.com/2020/03/17/breaking-coronavirus-hong-kong-issues-travel-alert-territories-apart-china-taiwan-macau/ https://news.rthk.hk/rthk/en/component/k2/1515722-20200320.htm,,all countries,,,False,False,False,True
573,,,US:N Carolina,"Mar 14, 2020","Mar 28, 2020",school closures,,,,"remote schooling, school closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Carolina#Government_response,,,,,False,False,True,False
576,611,,US: Arizona,"Mar 15, 2020","Mar 27, 2020",All schools closed,,,,"school closure, university closure",,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arizona,,,,,False,False,True,False
577,610,,US: Arizona,"Mar 13, 2020",,Other schools close,,,,school closure,,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arizona,,,,,False,False,True,False
578,609,,US: Arizona,"Mar 12, 2020",,Event closures and first school closed,,,,"event cancellation, school closure",,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arizona,,,,,True,False,True,False
582,619,,US: Oregon,"Mar 16, 2020",,dine in restaurants not allowed,,,,restaurant limitations,,https://www.livescience.com/oregon-coronavirus-updates.html,,,,,False,True,False,False
584,616,,US: Oregon,"Mar 18, 2020","Apr 28, 2020",All schools closed (update),,,,"school closure, university closure",,https://www.livescience.com/oregon-coronavirus-updates.html,,,,,False,False,True,False
585,615,,US: Oregon,"Mar 11, 2020","Mar 31, 2020",All schools closed,,,,"school closure, university closure",,https://www.livescience.com/oregon-coronavirus-updates.html,,,,,False,False,True,False
592,643,,US: Nevada,"Mar 17, 2020","Apr 17, 2020",nonessential businnesses shutwodwn,,,,"business suspension, closure nonessential stores",,https://www.livescience.com/nevada-coronavirus-updates.html,,,,,True,False,False,False
593,639,,US:Utah,"Mar 18, 2020",,suspension of dine-in services,,,,"business suspension, restaurant limitations",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Utah#Government_response,,,,,False,True,False,False
594,638,,US:Utah,"Mar 13, 2020",,all schools were ordered closed,,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Utah#Government_response,,,,,False,False,True,False
595,635,,US:California,"Mar 13, 2020",,all schools closed,,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,,,,,False,False,True,False
598,629,,US:California,"Mar 15, 2020",,voluntary closure of bars and restaurants,,,,"business suspension, restaurant limitations",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,,,,,False,True,False,False
599,628,,US:California,"Mar 12, 2020",,ban of mass gatherings (35) unless compliant with measures to reduce spread of disease,,,Santa Clara County,"gathering of more than 35 people banned, public hygiene",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,,,,,True,False,False,False
601,665,,Hong Kong,"Mar 13, 2020",,"HK gov issued the Red Outbound Travel Alert (OTA) on Schengen Area countries.
The HKSAR gov had issued the Red OTA on Egypt on August 29, 2014 due to safety concerns. In view of the persistent and rapid increase in the number of COVID-19 cases in Egypt in the past few days, the Government alerted the public about the outbreak of COVID-19 cases and associated public health risks in Egypt under the existing Red OTA. The existing Red OTA remains in force.",,,,"international traveller screening, travel warning",,https://www.info.gov.hk/gia/general/202003/13/P2020031300712.htm,,"Austria, Belgium, Czech Republic, Denmark, Egypt, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Italy, Latvia, Lithuania, Luxembourg, Malta, Norway, Poland, Portugal, Principality of Liechtenstein, Republic of Slovenia, Schengen Area, Slovak Republic, Spain, Sweden, Switzerland, the Netherlands",,,False,False,False,True
